X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,Gesture
0.7271778583526611,0.9600619673728943,2.659084508138676e-08,0.7076751589775085,0.8876957297325134,-0.005606378428637981,0.6784169673919678,0.824761688709259,-0.012257675640285015,0.6440845131874084,0.7835664749145508,-0.01857612654566765,0.6111767888069153,0.765747606754303,-0.022975467145442963,0.6198989152908325,0.8685595989227295,-0.014193300157785416,0.5658478736877441,0.8427349328994751,-0.0260553527623415,0.5871875286102295,0.8433107137680054,-0.03408055752515793,0.6108762621879578,0.8542724847793579,-0.036726489663124084,0.6113201379776001,0.9178184866905212,-0.015415570698678493,0.5602875351905823,0.8906204700469971,-0.018875230103731155,0.5781395435333252,0.8877308368682861,-0.019928941503167152,0.599054753780365,0.8971020579338074,-0.02182651497423649,0.6096315979957581,0.9633961915969849,-0.016826603561639786,0.566788911819458,0.9408841133117676,-0.01620023138821125,0.5811730027198792,0.9377751350402832,-0.008255247958004475,0.5996170043945312,0.9443650245666504,-0.004774007480591536,0.6114012002944946,1.0022903680801392,-0.01889834553003311,0.57687908411026,0.980806291103363,-0.015133444219827652,0.5891170501708984,0.9764354228973389,-0.0045168353244662285,0.6042950749397278,0.9809717535972595,0.0028829756192862988,Thumbs up
0.7267612814903259,0.9222813844680786,1.0530223804039451e-08,0.7075600624084473,0.8403640389442444,-0.005389341618865728,0.6781333684921265,0.7809377908706665,-0.014043609611690044,0.6455737352371216,0.7421172261238098,-0.022145124152302742,0.6204702258110046,0.720288872718811,-0.028721986338496208,0.61100834608078,0.8293638229370117,-0.02099454775452614,0.5634654760360718,0.8071133494377136,-0.032345131039619446,0.5886125564575195,0.8040951490402222,-0.03961339592933655,0.6119109988212585,0.8144480586051941,-0.04238183796405792,0.6022778153419495,0.8850756287574768,-0.022866830229759216,0.5573422908782959,0.8580806255340576,-0.025178957730531693,0.577601969242096,0.8508958220481873,-0.02471422776579857,0.5985118746757507,0.859710693359375,-0.0261544082313776,0.6041207313537598,0.9351197481155396,-0.02413864992558956,0.5634098052978516,0.9119136333465576,-0.02367265522480011,0.5809319615364075,0.9042612910270691,-0.01504434458911419,0.601104199886322,0.9105554223060608,-0.011273854412138462,0.6119632124900818,0.9772176146507263,-0.02570181153714657,0.5749917030334473,0.9548066854476929,-0.023332418873906136,0.5893418788909912,0.9465587735176086,-0.011632501147687435,0.6063295006752014,0.950922966003418,-0.003048603655770421,Thumbs up
0.7260904908180237,0.8774220943450928,-1.043349406870675e-08,0.70750892162323,0.795409619808197,-0.006868223659694195,0.6761693954467773,0.7354508638381958,-0.016397815197706223,0.6388791799545288,0.6965318918228149,-0.02528122067451477,0.6127396821975708,0.6659436821937561,-0.03284864127635956,0.6080598831176758,0.7796746492385864,-0.018245654180645943,0.5641395449638367,0.7680050134658813,-0.028123799711465836,0.5865384936332703,0.7681118249893188,-0.035535797476768494,0.6083951592445374,0.7752296328544617,-0.03915971890091896,0.6002135276794434,0.8353680372238159,-0.01925777830183506,0.5581320524215698,0.8178126811981201,-0.020478613674640656,0.5765385031700134,0.8138827085494995,-0.020507091656327248,0.5967698693275452,0.8209432363510132,-0.022565700113773346,0.6023442149162292,0.8871973156929016,-0.01991875097155571,0.5643388032913208,0.8698686361312866,-0.019128475338220596,0.5802373886108398,0.8645380139350891,-0.011551684699952602,0.600196361541748,0.869599461555481,-0.008641839027404785,0.609859824180603,0.9325002431869507,-0.020993590354919434,0.5745447278022766,0.9145307540893555,-0.018722981214523315,0.5892964005470276,0.9075684547424316,-0.007767781149595976,0.6069949269294739,0.910876989364624,0.0003120616602245718,Thumbs up
0.72481369972229,0.8381912112236023,-2.5812086690280012e-08,0.7067081928253174,0.755574643611908,-0.005176744889467955,0.6741072535514832,0.6930590271949768,-0.013250377029180527,0.6382477879524231,0.6515094041824341,-0.021219948306679726,0.6151016354560852,0.6201919317245483,-0.028073327615857124,0.60565185546875,0.732201337814331,-0.013803333044052124,0.5658363699913025,0.7254124283790588,-0.02344266138970852,0.5883577466011047,0.7285172343254089,-0.03179312124848366,0.610927939414978,0.7351922392845154,-0.03610485419631004,0.5969776511192322,0.7881759405136108,-0.015618748031556606,0.5582643151283264,0.7728822827339172,-0.017247123643755913,0.5771027207374573,0.7721515893936157,-0.018049437552690506,0.5984044671058655,0.7787294387817383,-0.020154492929577827,0.5980925559997559,0.8407226800918579,-0.017213759943842888,0.5627155303955078,0.8235889673233032,-0.016617806628346443,0.5787526965141296,0.821631908416748,-0.00977541133761406,0.5991236567497253,0.8267936110496521,-0.00699158851057291,0.6048319935798645,0.8867782354354858,-0.019242890179157257,0.5735757350921631,0.8678423762321472,-0.01669153943657875,0.5886827111244202,0.8646805882453918,-0.006346697453409433,0.6057277917861938,0.8686883449554443,0.0014673356199637055,Thumbs up
0.7204127311706543,0.8009936809539795,-1.747284450459574e-08,0.7039540410041809,0.7166051268577576,-0.005955337546765804,0.6728155612945557,0.6545391082763672,-0.014618162997066975,0.6359814405441284,0.6099542379379272,-0.02308826334774494,0.6133684515953064,0.5710188150405884,-0.030617691576480865,0.6021324396133423,0.6895745992660522,-0.013510115444660187,0.5629207491874695,0.6840835809707642,-0.02226031944155693,0.5844733715057373,0.6908628940582275,-0.02981015481054783,0.6069381833076477,0.6989977359771729,-0.03374677151441574,0.5929050445556641,0.7449496984481812,-0.01466891448944807,0.5559781193733215,0.7344012260437012,-0.015206947922706604,0.5750383138656616,0.7363594770431519,-0.015439081937074661,0.5958466529846191,0.7416216135025024,-0.017517726868391037,0.5935553312301636,0.7984650731086731,-0.0157491322606802,0.5598036646842957,0.784792959690094,-0.014734197407960892,0.5762526988983154,0.7846007347106934,-0.007959790527820587,0.5968111157417297,0.7882148027420044,-0.005473352503031492,0.5998252034187317,0.8462059497833252,-0.017248541116714478,0.5707865953445435,0.8317115306854248,-0.01440976932644844,0.5870916843414307,0.8294248580932617,-0.004409564193338156,0.6051275134086609,0.8309676647186279,0.0030276773031800985,Thumbs up
0.7183931469917297,0.7416379451751709,-9.43900069216852e-09,0.7013448476791382,0.6577419638633728,-0.005216287914663553,0.6673669219017029,0.5941054224967957,-0.01216802466660738,0.6314296126365662,0.54865562915802,-0.01904572919011116,0.612464964389801,0.5094916224479675,-0.02467045560479164,0.5914345383644104,0.6231293678283691,-0.00901415478438139,0.5526211261749268,0.6299822926521301,-0.015957847237586975,0.5757026076316833,0.6362058520317078,-0.023410454392433167,0.597472071647644,0.6393628120422363,-0.02768304944038391,0.5830798149108887,0.6807297468185425,-0.010352035984396935,0.5461423993110657,0.6766048669815063,-0.010418171994388103,0.5664679408073425,0.6804383993148804,-0.01095911767333746,0.587731122970581,0.6863226890563965,-0.012647178024053574,0.5836507081985474,0.7361475825309753,-0.011732867918908596,0.5539253950119019,0.7237113118171692,-0.009138873778283596,0.5700397491455078,0.7254638075828552,-0.0027216568123549223,0.5897611379623413,0.730280876159668,-0.0003196031611878425,0.5900281667709351,0.7837915420532227,-0.013879962265491486,0.5642937421798706,0.7681794166564941,-0.00915738008916378,0.5803407430648804,0.7673048973083496,0.0009585806401446462,0.5963094234466553,0.7700209021568298,0.008527031168341637,Thumbs up
0.7114792466163635,0.7162444591522217,-2.9284969116361026e-08,0.6975294351577759,0.6302568912506104,-0.00440323306247592,0.6652368307113647,0.5670827031135559,-0.010333335027098656,0.633074939250946,0.5194963812828064,-0.016547176986932755,0.6170292496681213,0.47875767946243286,-0.022262440994381905,0.5894734859466553,0.594186544418335,-0.007958265952765942,0.5464180707931519,0.6059178113937378,-0.014653966762125492,0.5662497282028198,0.6145108938217163,-0.021686987951397896,0.5875847339630127,0.6167333126068115,-0.02571273408830166,0.5812864899635315,0.6503865718841553,-0.009376742877066135,0.5400873422622681,0.6534678339958191,-0.009828894399106503,0.5594978332519531,0.659597635269165,-0.010794323869049549,0.5818817019462585,0.6629765629768372,-0.01274782046675682,0.5815504789352417,0.7050360441207886,-0.010721664875745773,0.5488694310188293,0.7004486918449402,-0.009624387137591839,0.5655556917190552,0.7042641043663025,-0.004187915474176407,0.5864519476890564,0.7079859972000122,-0.002019112929701805,0.5869448781013489,0.7539637684822083,-0.012550519779324532,0.5607175827026367,0.7425110340118408,-0.009603123180568218,0.5769466757774353,0.7427365183830261,-0.0006183898076415062,0.5940955877304077,0.7436510324478149,0.006418393924832344,Thumbs up
0.7045860886573792,0.6940099596977234,-6.293280563340886e-08,0.6920154094696045,0.6084831357002258,-0.0049199629575014114,0.6614149212837219,0.5456866025924683,-0.012075633741915226,0.6298971772193909,0.49930182099342346,-0.019422084093093872,0.617076575756073,0.45515871047973633,-0.026617223396897316,0.586734414100647,0.5660699009895325,-0.010746571235358715,0.5462953448295593,0.5791802406311035,-0.019496019929647446,0.5661015510559082,0.5919127464294434,-0.027821257710456848,0.5879808664321899,0.5967545509338379,-0.03266896679997444,0.5767412781715393,0.6223343014717102,-0.012623182497918606,0.5371317267417908,0.6289399862289429,-0.015333767980337143,0.5566226840019226,0.6383105516433716,-0.016512837260961533,0.5797094106674194,0.6424246430397034,-0.018253907561302185,0.5755246877670288,0.677889883518219,-0.014433467760682106,0.5434210300445557,0.6781684160232544,-0.015665734186768532,0.5606369376182556,0.6843412518501282,-0.010109439492225647,0.5821226239204407,0.6876335144042969,-0.0073402212001383305,0.5800859332084656,0.728070080280304,-0.016676370054483414,0.5548396110534668,0.721840500831604,-0.0159612949937582,0.5721921324729919,0.7232916951179504,-0.0073949904181063175,0.5901644229888916,0.7234542965888977,-0.00015293627802748233,Thumbs up
0.6974003911018372,0.6733355522155762,-5.669756575343854e-08,0.6869168877601624,0.5897976756095886,-0.004758262541145086,0.6562411785125732,0.5265763401985168,-0.012224702164530754,0.625786304473877,0.47637659311294556,-0.020088644698262215,0.6177977323532104,0.42808234691619873,-0.027977507561445236,0.583730936050415,0.5428765416145325,-0.010774847120046616,0.5378305315971375,0.5576378107070923,-0.01942746713757515,0.5547654032707214,0.5741105079650879,-0.02685404196381569,0.5781113505363464,0.5775710344314575,-0.031111029908061028,0.5727332234382629,0.5981629490852356,-0.01279858872294426,0.5316764712333679,0.6075646281242371,-0.014952416531741619,0.5505026578903198,0.6199990510940552,-0.014747083187103271,0.5729809403419495,0.6215985417366028,-0.015714241191744804,0.5706429481506348,0.6538133025169373,-0.014933326281607151,0.5379342436790466,0.6550607085227966,-0.016054829582571983,0.5556427240371704,0.6639723777770996,-0.009908532723784447,0.5767686367034912,0.6653107404708862,-0.006979020778089762,0.5744168758392334,0.7044134140014648,-0.017533546313643456,0.550497829914093,0.7012514472007751,-0.016698885709047318,0.5689760446548462,0.7042638063430786,-0.00839607510715723,0.5867090225219727,0.7028020024299622,-0.001621436094865203,Thumbs up
0.7001639604568481,0.6732133626937866,-1.0160751884313868e-07,0.6893840432167053,0.5918037295341492,-0.0063348133116960526,0.6579232215881348,0.5280479192733765,-0.014591689221560955,0.6264495253562927,0.47912997007369995,-0.023100094869732857,0.6180304884910583,0.4295649528503418,-0.03164149820804596,0.5825520157814026,0.5468374490737915,-0.013261064887046814,0.5371620655059814,0.5645603537559509,-0.023676076903939247,0.5563932061195374,0.5800403952598572,-0.03191705793142319,0.5800026655197144,0.582245945930481,-0.03664502874016762,0.5723921060562134,0.6018621325492859,-0.015137426555156708,0.5320807695388794,0.6112290620803833,-0.020475339144468307,0.5535730123519897,0.6214460730552673,-0.021365830674767494,0.5778568983078003,0.6233120560646057,-0.022243132814764977,0.5710414052009583,0.6561421155929565,-0.017165562137961388,0.5381892323493958,0.6581716537475586,-0.02065686322748661,0.5575796961784363,0.6649470925331116,-0.014543591998517513,0.5796104073524475,0.666192352771759,-0.01090355683118105,0.5751121640205383,0.7051333785057068,-0.01980823092162609,0.5523520112037659,0.702401340007782,-0.02056209184229374,0.5711842179298401,0.7044363617897034,-0.012764619663357735,0.5883089900016785,0.7030525803565979,-0.005956173874437809,Thumbs up
